ID	CCLE name	Cell line primary name	Gender	Batch	Site Primary	Histology	Hist Subtype1
CASED_p_NCLE_RNA4_HG-U133_Plus_2_H12_383740	HEC251_ENDOMETRIUM	HEC-251	F	4	endometrium	carcinoma	adenocarcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_A12_419874	GCIY_STOMACH	GCIY	F	5	stomach	carcinoma	adenocarcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B01_419872	SH10TC_STOMACH	SH-10-TC		5	stomach	carcinoma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B02_419878	CAOV4_OVARY	Caov-4	F	5	ovary	carcinoma	adenocarcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B03_419876	HCC2218_BREAST	HCC2218	F	5	breast	carcinoma	ductal_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B04_419850	KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-21BM	M	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B05_419848	KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-26	M	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B06_419854	KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-27	M	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B07_419852	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KO52	M	5	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B08_419858	KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-28BM	F	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B09_419856	KNS60_CENTRAL_NERVOUS_SYSTEM	KNS-60	M	5	central_nervous_system	glioma	astrocytoma_Grade_IV
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B10_419862	KNS81_CENTRAL_NERVOUS_SYSTEM	KNS-81	M	5	central_nervous_system	glioma	astrocytoma_Grade_IV
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B11_419860	KPNSI9S_AUTONOMIC_GANGLIA	KP-N-SI9s	M	5	autonomic_ganglia	neuroblastoma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B12_419712	LU99_LUNG	LU99	M	5	lung	carcinoma	large_cell_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C01_419710	KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-34	F	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C02_419716	MKN1_STOMACH	MKN1	M	5	stomach	carcinoma	mixed_adenosquamous_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C03_419714	MKN74_STOMACH	MKN74	M	5	stomach	carcinoma	tubular_adenocarcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C04_419704	KP3_PANCREAS	KP-3		5	pancreas	carcinoma	ductal_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C05_419702	NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NCO2	F	5	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	chronic_myeloid_leukaemia
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C08_419728	KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KHM-1B	M	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C09_419726	HSC2_UPPER_AERODIGESTIVE_TRACT	HSC-2	M	5	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C10_419732	KG1C_CENTRAL_NERVOUS_SYSTEM	KG-1-C	M	5	central_nervous_system	glioma	astrocytoma_Grade_IV
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C11_419730	HUH7_LIVER	HuH-7	M	5	liver	carcinoma	hepatocellular_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C12_419720	KMBC2_URINARY_TRACT	KMBC-2		5	urinary_tract	carcinoma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_D01_419718	KMRC20_KIDNEY	KMRC-20		5	kidney	carcinoma	renal_cell_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E07_419756	HUCCT1_BILIARY_TRACT	HuCCT1	M	5	biliary_tract	carcinoma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E08_419780	KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Ki-JK	M	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E09_419778	A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	A4/Fuk	F	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E10_419776	KALS1_CENTRAL_NERVOUS_SYSTEM	KALS-1	F	5	central_nervous_system	glioma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E11_419774	HEC108_ENDOMETRIUM	HEC-108	F	5	endometrium	carcinoma	adenocarcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E12_419772	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL 92.1.7	M	5	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F01_419770	HUH28_BILIARY_TRACT	HuH28		5	biliary_tract	carcinoma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F02_419768	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK-11-5		5	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F03_419766	HEC265_ENDOMETRIUM	HEC-265	F	5	endometrium	carcinoma	adenocarcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F04_419796	CAL12T_LUNG	CAL-12T	M	5	lung	carcinoma	non_small_cell_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F05_419794	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP-1	M	5	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F06_419792	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	A3/KAW	F	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F07_419790	SKNSH_AUTONOMIC_GANGLIA	SK-N-SH	F	5	autonomic_ganglia	neuroblastoma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F08_419788	HCC1954_BREAST	HCC1954	F	5	breast	carcinoma	ductal_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F09_419786	CAMA1_BREAST	CAMA-1	F	5	breast	carcinoma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F10_419784	HEC6_ENDOMETRIUM	HEC-6	F	5	endometrium	carcinoma	adenocarcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F12_419810	AM38_CENTRAL_NERVOUS_SYSTEM	AM-38	M	5	central_nervous_system	glioma	astrocytoma_Grade_IV
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G01_419812	HEC50B_ENDOMETRIUM	HEC-50B	F	5	endometrium	carcinoma	adenocarcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G03_419808	HSC3_UPPER_AERODIGESTIVE_TRACT	HSC-3	M	5	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G04_419802	HSC4_UPPER_AERODIGESTIVE_TRACT	HSC-4	M	5	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G05_419804	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-11	F	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G06_419798	KP4_PANCREAS	KP4	M	5	pancreas	carcinoma	ductal_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G07_419800	KE39_STOMACH	KE-39	M	5	stomach	carcinoma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G08_419826	COV504_OVARY	COV504	F	5	ovary	carcinoma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G11_419824	KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE-97	M	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G12_419818	VMRCRCW_KIDNEY	VMRC-RCW	M	5	kidney	carcinoma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H01_419820	HGC27_STOMACH	HGC-27		5	stomach	carcinoma	undifferentiated_adenocarcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H03_419816	LUDLU1_LUNG	LUDLU-1	M	5	lung	carcinoma	squamous_cell_carcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H04_419832	HUG1N_STOMACH	HuG1-N	M	5	stomach	carcinoma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H05_419830	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U266B1	M	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H06_419836	NUGC4_STOMACH	NUGC-4		5	stomach	carcinoma	signet_ring_adenocarcinoma
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H08_419840	HMC18_BREAST	HMC-1-8	F	5	breast	carcinoma	NS
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H09_419838	CAS1_CENTRAL_NERVOUS_SYSTEM	CAS-1	M	5	central_nervous_system	glioma	astrocytoma_Grade_IV
BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H11_419842	KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMM-1	M	5	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A01_436578	DMS53_LUNG	DMS 53	M	6	lung	carcinoma	small_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A02_436580	SW1116_LARGE_INTESTINE	SW1116	M	6	large_intestine	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A03_436582	NCIH1694_LUNG	NCI-H1694	M	6	lung	carcinoma	small_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A05_436586	P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P3HR-1	M	6	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A06_436588	HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuT 78	M	6	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A07_436590	UMUC3_URINARY_TRACT	UM-UC-3	M	6	urinary_tract	carcinoma	transitional_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A08_436610	HOS_BONE	HOS	F	6	bone	osteosarcoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A09_436608	HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuNS1	M	6	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A10_436614	AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AML-193	F	6	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A11_436612	RVH421_SKIN	RVH-421	M	6	skin	malignant_melanoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A12_436618	NCIH1184_LUNG	NCI-H1184	M	6	lung	carcinoma	small_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B01_436616	HCC2157_BREAST	HCC2157	F	6	breast	carcinoma	ductal_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B02_436622	TC71_BONE	TC-71	M	6	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B03_436620	NCIH2227_LUNG	NCI-H2227	M	6	lung	carcinoma	small_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B04_436594	COLO205_LARGE_INTESTINE	COLO 205	M	6	large_intestine	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B05_436592	SNU449_LIVER	SNU-449	M	6	liver	carcinoma	hepatocellular_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B06_436598	NCIH28_PLEURA	NCI-H28	M	6	pleura	mesothelioma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B07_436596	OV56_OVARY	OV56	F	6	ovary	carcinoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B08_436602	JHOS4_OVARY	JHOS-4	F	6	ovary	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B09_436600	KYSE450_OESOPHAGUS	KYSE-450	M	6	oesophagus	carcinoma	squamous_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B10_436606	RMUGS_OVARY	RMUG-S	F	6	ovary	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B11_436604	KLE_ENDOMETRIUM	KLE	F	6	endometrium	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B12_436534	HS895T_SKIN	Hs 895.T	F	6	skin	malignant_melanoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C01_436536	LN229_CENTRAL_NERVOUS_SYSTEM	LN-229	F	6	central_nervous_system	glioma	astrocytoma_Grade_IV
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C03_436532	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31/FUJ	M	6	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C04_436542	RKN_SOFT_TISSUE	RKN	F	6	soft_tissue	leiomyosarcoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C05_436544	PATU8988S_PANCREAS	PA-TU-8988S	F	6	pancreas	carcinoma	ductal_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C06_436538	NH6_AUTONOMIC_GANGLIA	NH-6		6	autonomic_ganglia	neuroblastoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C07_436540	SF126_CENTRAL_NERVOUS_SYSTEM	SF126		6	central_nervous_system	glioma	astrocytoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C08_436518	RERFLCAD2_LUNG	RERF-LC-Ad2	M	6	lung	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C09_436520	OUMS23_LARGE_INTESTINE	OUMS-23		6	large_intestine	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C10_436514	SNGM_ENDOMETRIUM	SNG-M	F	6	endometrium	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C11_436516	OUMS27_BONE	OUMS-27	M	6	bone	chondrosarcoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C12_436526	PL45_PANCREAS	PL45	M	6	pancreas	carcinoma	ductal_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D01_436528	NCIH2347_LUNG	NCI-H2347	F	6	lung	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D02_436522	SW1990_PANCREAS	SW 1990	M	6	pancreas	carcinoma	ductal_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D03_436524	HS940T_SKIN	Hs 940.T	M	6	skin	malignant_melanoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D05_436566	HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Hs 611.T	F	6	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D06_436564	TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Toledo	F	6	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D07_436562	RERFGC1B_STOMACH	RERF-GC-1B	M	6	stomach	carcinoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D08_436576	HT1080_SOFT_TISSUE	HT-1080	M	6	soft_tissue	fibrosarcoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D09_436574	NCIH2087_LUNG	NCI-H2087	M	6	lung	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D10_436572	COV318_OVARY	COV318	F	6	ovary	carcinoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D11_436570	NCIH2085_LUNG	NCI-H2085	M	6	lung	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D12_436552	NCIH510_LUNG	NCI-H510	M	6	lung	carcinoma	small_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E01_436550	CAKI1_KIDNEY	Caki-1	M	6	kidney	carcinoma	clear_cell_renal_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E02_436548	NCIH716_LARGE_INTESTINE	NCI-H716		6	large_intestine	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E03_436546	NCIH2066_LUNG	NCI-H2066	F	6	lung	carcinoma	small_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E04_436560	NCIH1341_LUNG	NCI-H1341	F	6	lung	carcinoma	small_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E05_436558	NCIH2029_LUNG	NCI-H2029	F	6	lung	carcinoma	small_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E07_436554	C3A_LIVER	C3A	M	6	liver	carcinoma	hepatocellular_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E08_436474	SW480_LARGE_INTESTINE	SW480	M	6	large_intestine	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E09_436476	HS746T_STOMACH	Hs 746T	M	6	stomach	carcinoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E10_436478	LU65_LUNG	LU65	M	6	lung	carcinoma	non_small_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E11_436480	HS739T_BREAST	Hs 739.T	F	6	breast	carcinoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E12_436466	SNUC2A_LARGE_INTESTINE	SNU-C2A	F	6	large_intestine	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F01_436468	HEC151_ENDOMETRIUM	HEC-151	F	6	endometrium	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F02_436470	MSTO211H_PLEURA	MSTO-211H	M	6	pleura	mesothelioma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F03_436472	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Raji	M	6	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F04_436458	SKMEL1_SKIN	SK-MEL-1	M	6	skin	malignant_melanoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F05_436460	SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-T1	M	6	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F06_436462	JHH7_LIVER	JHH-7	M	6	liver	carcinoma	hepatocellular_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F07_436464	HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuT 102	M	6	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F08_436450	5637_URINARY_TRACT	5637	M	6	urinary_tract	carcinoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F09_436452	HCC38_BREAST	HCC38	F	6	breast	carcinoma	ductal_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F10_436454	DU4475_BREAST	DU4475	F	6	breast	carcinoma	ductal_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F11_436456	NCIH1573_LUNG	NCI-H1573	F	6	lung	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F12_436508	NCIH508_LARGE_INTESTINE	NCI-H508	M	6	large_intestine	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G01_436506	NCIH1651_LUNG	NCI-H1651	M	6	lung	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G02_436512	SKUT1_SOFT_TISSUE	SK-UT-1	F	6	soft_tissue	leiomyosarcoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G03_436510	MDAMB175VII_BREAST	MDA-MB-175-VII	F	6	breast	carcinoma	ductal_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G04_436500	SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-B15	M	6	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G05_436498	BECKER_CENTRAL_NERVOUS_SYSTEM	Becker	M	6	central_nervous_system	glioma	astrocytoma_Grade_IV
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G06_436504	NCIH226_LUNG	NCI-H226	M	6	lung	carcinoma	squamous_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G07_436502	NCIH1666_LUNG	NCI-H1666	F	6	lung	carcinoma	bronchioloalveolar_adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G08_436492	SW1783_CENTRAL_NERVOUS_SYSTEM	SW 1783	M	6	central_nervous_system	glioma	astrocytoma_Grade_III
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G09_436490	ISTMES1_PLEURA	IST-MES1	F	6	pleura	mesothelioma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G10_436496	NCIH1734_LUNG	NCI-H1734	F	6	lung	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G11_436494	NCIH2342_LUNG	NCI-H2342	M	6	lung	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G12_436484	EBC1_LUNG	EBC-1	M	6	lung	carcinoma	squamous_cell_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H01_436482	YMB1_BREAST	YMB-1	F	6	breast	carcinoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H02_436488	OC316_OVARY	OC 316	F	6	ovary	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H03_436486	HS936T_SKIN	Hs 936.T	M	6	skin	malignant_melanoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H04_436446	T173_BONE	T1-73		6	bone	osteosarcoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H05_436448	NCIH322_LUNG	NCI-H322	M	6	lung	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H06_436442	HS618T_LUNG	Hs 618.T	F	6	lung	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H07_436444	HS870T_BONE	Hs 870.T		6	bone	osteosarcoma	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H08_436438	HS706T_BONE	Hs 706.T	F	6	bone	giant_cell_tumour	NS
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H09_436440	PANC1_PANCREAS	PANC-1		6	pancreas	carcinoma	ductal_carcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H10_436434	NCIH2291_LUNG	NCI-H2291	M	6	lung	carcinoma	adenocarcinoma
AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H12_436432	T47D_BREAST	T-47D	F	6	breast	carcinoma	ductal_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A01_454758	CPCN_LUNG	CPC-N		7	lung	carcinoma	small_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A02_454760	T3M10_LUNG	T3M-10	M	7	lung	carcinoma	large_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A03_454754	NUGC2_STOMACH	NUGC-2	F	7	stomach	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A04_454756	PLCPRF5_LIVER	PLC/PRF/5	M	7	liver	carcinoma	hepatocellular_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A05_454774	KPNYN_AUTONOMIC_GANGLIA	KP-N-YN		7	autonomic_ganglia	neuroblastoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A06_454776	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	CCF-STTG1	F	7	central_nervous_system	glioma	astrocytoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A07_454770	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NCI-H929	F	7	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
